"Student_ID","Gender","Hours_Studied","Previous_Score","Final_Score"
1009,"Female",2.8,66,83
1010,"Male",6.8,61,97
1011,"Male",4.1,68,90
1012,"Female",4.1,50,81
1013,"Female",4.1,79,88
1014,"Male",4.6,50,72
1015,"Female",1,55,70
1016,"Male",5.5,68,93
1017,"Male",5.6,64,91
1018,"Male",5.4,45,84
1019,"Female",3.9,54,81
1020,"Female",4.6,67,92
1021,"Male",2.3,81,82
1022,"Male",5,77,86
1023,"Female",3.3,80,87
1024,"Male",6.5,71,100
1025,"Female",3.1,65,82
1026,"Female",1.4,57,74
1027,"Female",4.8,67,80
1028,"Male",2.1,54,71
1029,"Male",3.1,40,76
1030,"Male",5.7,72,95
1031,"Female",7.3,55,99
1032,"Female",4.1,67,89
1033,"Female",6,43,93
1034,"Male",2.4,25,60
1035,"Female",7.1,59,95
1036,"Female",4.5,46,78
1037,"Male",3.3,56,82
1038,"Male",5.1,63,89
1039,"Male",3.3,55,82
1040,"Male",4.6,60,85
1041,"Male",4.7,53,80
1042,"Male",6.3,49,100
1043,"Male",3.7,58,91
1044,"Female",3.9,70,85
1045,"Female",4.7,49,77
1046,"Female",5.8,69,100
1047,"Female",7.3,55,98
1048,"Female",6.9,47,96
1049,"Male",5.9,66,87
1050,"Male",1.6,67,82
1051,"Female",5.9,72,100
1052,"Female",5.6,66,94
1053,"Female",3.5,60,78
1054,"Male",3.7,75,75
1055,"Female",2.4,56,72
1056,"Male",4.5,59,89
1057,"Female",4.6,57,89
1058,"Female",1.9,67,72
1059,"Female",2.1,56,80
1060,"Female",4.8,67,92
1061,"Female",3,46,74
1062,"Male",4.1,52,80
1063,"Male",6,63,91
1064,"Male",3.9,62,81
1065,"Female",4.7,53,86
1066,"Female",5.4,74,94
1067,"Female",2.8,68,87
1068,"Male",6.4,61,95
1069,"Male",5.9,63,90
1070,"Male",6.4,57,85
1071,"Female",3.9,72,92
1072,"Male",2.3,64,74
1073,"Female",5.3,40,76
1074,"Male",5.4,60,86
1075,"Male",8.3,60,100
1076,"Female",7.1,50,89
1077,"Female",3.8,56,82
1078,"Male",3,77,74
1079,"Male",5.4,85,96
1080,"Female",7.5,71,100
1081,"Female",2.7,56,74
1082,"Male",3.3,70,83
1083,"Male",7.1,67,99
1084,"Male",7.3,78,100
1085,"Female",4.8,54,85
1086,"Male",2.1,69,84
1087,"Male",3.7,86,93
1088,"Male",6.3,39,88
1089,"Male",7.7,69,100
1090,"Female",4.5,73,90
1091,"Male",3.6,65,84
1092,"Female",5,66,88
1093,"Male",4.7,52,69
1094,"Female",3.1,53,74
1095,"Male",5.4,50,80
1096,"Female",6.6,43,91
1097,"Female",4.5,64,87
1098,"Male",5.4,61,92
1099,"Female",4.9,60,89
1100,"Female",5.2,62,100
1101,"Male",4.2,56,83
1102,"Male",6.3,78,100
1103,"Male",4.8,64,89
1104,"Male",3.7,60,91
1105,"Female",5.4,49,90
1106,"Female",5.9,50,95
1107,"Male",4.4,53,73
1108,"Male",0.5,65,70
1109,"Male",7,69,97
1110,"Male",3.4,54,83
1111,"Female",4,52,80
1112,"Male",6.9,53,99
1113,"Female",1.7,49,70
1114,"Female",2.8,61,67
1115,"Female",3.4,72,79
1116,"Male",2.5,34,65
1117,"Female",6.2,59,98
1118,"Female",6.4,73,97
1119,"Female",5.3,52,86
1120,"Female",3.8,59,83
1121,"Male",3.9,68,84
1122,"Female",3.6,64,77
1123,"Male",3.7,63,91
1124,"Male",5.2,37,79
1125,"Female",5.9,56,91
1126,"Female",3.8,58,79
1127,"Male",5,71,88
1128,"Male",0.9,63,66
1129,"Male",4.6,68,87
1130,"Male",3.2,69,76
1131,"Male",6.1,46,99
1132,"Male",6.3,65,95
1133,"Male",1.2,65,64
1134,"Female",5.9,47,94
1135,"Female",3.7,39,75
1136,"Male",4.3,62,82
1137,"Male",5.8,65,91
1138,"Female",5.5,53,88
1139,"Male",3.3,70,74
1140,"Male",5,46,83
1141,"Male",3.8,79,97
1142,"Female",6.4,66,86
1143,"Male",2.1,75,81
1144,"Female",5.7,68,96
1145,"Female",6.6,63,100
1146,"Female",0.6,64,64
1147,"Female",5.5,73,92
1148,"Female",4,71,85
1149,"Female",4.7,63,87
1150,"Female",4.1,81,86
1151,"Male",5.5,49,88
1152,"Female",5.9,47,99
1153,"Male",5.4,85,99
1154,"Male",4.3,52,87
1155,"Female",3.9,76,87
1156,"Female",4.3,68,94
1157,"Male",4.2,56,82
1158,"Female",4.8,60,87
1159,"Male",3.3,56,74
1160,"Male",5.4,61,90
1161,"Female",3,55,74
1162,"Female",2.3,49,72
1163,"Male",4.9,67,93
1164,"Female",5.1,57,93
1165,"Male",6,58,93
1166,"Female",5.6,57,99
1167,"Male",4.8,63,89
1168,"Male",5.5,50,86
1169,"Female",3,63,83
1170,"Female",2.8,55,73
1171,"Female",2.7,58,77
1172,"Female",4.6,55,83
1173,"Female",5.5,61,85
1174,"Female",5.9,64,96
1175,"Female",6.7,51,91
1176,"Female",5,54,84
1177,"Female",4.3,59,82
1178,"Female",3.5,44,77
1179,"Male",4.9,59,77
1180,"Male",4.4,77,78
1181,"Male",4,56,86
1182,"Male",3.5,60,87
1183,"Male",3,49,77
1184,"Male",3,57,78
1185,"Male",6.7,65,100
1186,"Female",4.9,68,85
1187,"Female",3.9,62,78
1188,"Female",2.1,58,73
1189,"Male",4.8,48,92
1190,"Male",3.8,60,85
1191,"Female",4.4,63,90
1192,"Female",4.2,56,94
1193,"Male",5.7,69,88
1194,"Female",4.4,62,85
1195,"Male",4.2,50,71
1196,"Male",8.1,56,99
1197,"Male",6.1,54,87
1198,"Female",4.7,47,86
1199,"Male",3.4,49,74
1200,"Male",6.3,56,91
1201,"Male",3.1,53,76
1202,"Female",4.4,61,90
1203,"Female",5.8,41,95
1204,"Male",3.9,46,76
1205,"Male",3.9,74,89
1206,"Male",5.2,56,82
1207,"Female",4.7,63,80
1208,"Male",4.1,68,89
1209,"Male",4.2,59,73
1210,"Male",4.9,72,95
1211,"Male",5.2,68,95
1212,"Male",6.4,80,100
1213,"Female",3.9,69,85
1214,"Male",6.5,79,100
1215,"Female",2.3,60,70
1216,"Male",3.5,48,72
1217,"Male",2.5,71,82
1218,"Female",5,57,87
1219,"Female",5.1,65,75
1220,"Female",2.5,77,73
1221,"Female",4.6,68,93
1222,"Female",3.1,45,74
1223,"Female",5.2,75,100
1224,"Female",2.2,67,73
1225,"Male",5.8,59,100
1226,"Male",4.4,53,83
1227,"Female",2.9,60,70
1228,"Female",4.4,47,79
1229,"Male",4.1,38,74
1230,"Female",4,52,72
1231,"Female",2.3,60,74
1232,"Male",3.6,48,85
1233,"Male",4.2,38,80
1234,"Female",2.3,66,75
1235,"Female",5,52,83
1236,"Female",6.6,60,100
1237,"Female",5.7,36,87
1238,"Female",3.3,68,78
1239,"Female",3.5,51,81
1240,"Male",3.8,72,89
1241,"Male",5.4,61,87
1242,"Female",4.4,62,85
1243,"Female",3.1,63,83
1244,"Female",2.2,59,66
1245,"Male",5.3,67,92
1246,"Female",2.9,79,77
1247,"Male",5.2,63,84
1248,"Male",4.6,59,89
1249,"Male",5.6,58,88
1250,"Male",6.1,48,92
1251,"Female",2.4,62,80
1252,"Male",6,46,95
1253,"Male",5.5,49,80
1254,"Female",4,74,84
1255,"Male",4.5,45,77
1256,"Male",5.2,81,94
1257,"Male",5.5,67,100
1258,"Male",1.9,78,77
1259,"Male",6.7,65,89
1260,"Male",2.4,58,70
1261,"Male",1.4,77,78
1262,"Female",5.9,60,87
1263,"Female",2.2,56,69
1264,"Male",4.2,54,90
1265,"Male",2.5,55,69
1266,"Male",1.8,64,69
1267,"Male",3.8,64,85
1268,"Male",5.5,61,96
1269,"Male",5,42,81
1270,"Female",3.5,49,77
1271,"Male",4.5,37,85
1272,"Male",4.4,48,79
1273,"Male",4.5,78,88
1274,"Female",3.8,75,88
1275,"Female",5,53,93
1276,"Female",2.9,72,77
1277,"Male",5.1,59,95
1278,"Female",4,58,81
1279,"Female",4,71,85
1280,"Male",5.6,59,96
1281,"Male",3.9,72,93
1282,"Female",3,63,74
1283,"Female",2.7,50,70
1284,"Female",5.5,64,90
1285,"Female",1,60,63
1286,"Female",3.9,55,76
1287,"Female",4.8,58,89
1288,"Female",2.4,60,76
1289,"Female",4.5,66,88
1290,"Male",5.5,61,91
1291,"Male",1.8,62,79
1292,"Female",3.2,47,75
1293,"Male",7.1,58,100
1294,"Female",3.5,59,81
1295,"Male",3.1,56,75
1296,"Male",3.2,56,80
1297,"Female",3.8,60,88
1298,"Female",4.8,60,84
1299,"Male",3.4,65,85
1300,"Female",4.8,74,86
1301,"Male",5.6,58,87
1302,"Male",5,57,88
1303,"Female",5.6,81,100
1304,"Female",3.3,56,88
1305,"Female",4.3,54,81
1306,"Female",5.5,65,86
1307,"Female",4.6,59,89
1308,"Female",4.8,65,81
1309,"Male",4.6,68,87
1310,"Male",4.8,88,98
1311,"Female",4.5,72,86
1312,"Male",2.9,69,86
1313,"Male",4.8,63,80
1314,"Female",3.8,56,67
1315,"Male",6.7,61,100
1316,"Male",3.7,50,82
1317,"Female",4.7,68,98
1318,"Male",1.5,66,74
1319,"Male",3.5,73,84
1320,"Female",3.3,50,78
1321,"Female",6.3,57,90
1322,"Male",4.3,50,88
1323,"Female",4.7,58,83
1324,"Female",5,62,87
1325,"Female",3.7,68,80
1326,"Male",5,63,91
1327,"Female",6.8,54,89
1328,"Female",5.4,59,89
1329,"Female",5.6,50,76
1330,"Female",3.2,64,81
1331,"Male",4.8,66,92
1332,"Male",4.9,47,89
1333,"Male",3.5,68,79
1334,"Male",4.7,69,81
1335,"Male",7.5,67,100
1336,"Female",3,69,72
1337,"Female",5.3,51,95
1338,"Male",2.9,51,69
1339,"Male",5,73,94
1340,"Female",2.9,67,80
1341,"Female",5.4,57,89
1342,"Male",2.6,66,73
1343,"Male",4.5,78,88
1344,"Female",6.5,62,93
1345,"Female",4.2,56,86
1346,"Male",4.3,54,85
1347,"Male",6.6,48,91
1348,"Male",7.6,62,100
1349,"Male",8.2,65,100
1350,"Male",3.9,62,81
1351,"Female",2.9,64,77
1352,"Female",5.5,58,97
1353,"Male",5.2,65,80
1354,"Male",6.4,52,94
1355,"Female",4.7,58,94
1356,"Male",4.7,60,84
1357,"Male",6.8,73,97
1358,"Male",4.7,39,84
1359,"Male",5.5,83,100
1360,"Male",5.2,53,83
1361,"Female",4.4,71,94
1362,"Female",3.7,57,75
1363,"Male",4,57,79
1364,"Male",1.6,59,74
1365,"Male",6.4,36,91
1366,"Female",2.1,89,85
1367,"Female",3.6,63,77
1368,"Female",3.9,67,89
1369,"Male",6.3,54,95
1370,"Male",4.6,53,92
1371,"Female",5.9,74,94
1372,"Male",4.1,68,95
1373,"Female",7,71,100
1374,"Male",5.2,57,99
1375,"Male",5.3,47,81
1376,"Male",5.8,54,87
1377,"Female",2.3,77,80
1378,"Female",4.5,44,79
1379,"Male",4.8,78,90
1380,"Male",3.3,55,85
1381,"Male",4.5,44,76
1382,"Female",3.4,49,85
1383,"Male",4.8,63,88
1384,"Female",1.8,57,71
1385,"Female",4.9,34,74
1386,"Female",3.5,56,80
1387,"Male",5.9,76,93
1388,"Female",1.5,57,82
1389,"Female",4.6,76,88
1390,"Male",4.2,53,83
1391,"Male",5.9,67,95
1392,"Male",2.1,57,75
1393,"Male",3.7,69,79
1394,"Female",5.6,42,78
1395,"Male",5.4,62,96
1396,"Male",5,74,95
1397,"Male",4.9,52,94
1398,"Male",2,77,81
1399,"Male",5.8,56,95
1400,"Female",4.8,54,93
1401,"Female",1.8,49,73
1402,"Male",4.2,66,88
1403,"Female",5.9,49,85
1404,"Female",5.6,46,88
1405,"Male",3.6,57,83
1406,"Male",5.9,43,90
1407,"Male",3.9,51,77
1408,"Male",5.1,79,89
1409,"Female",5.9,60,96
1410,"Male",5.1,69,91
1411,"Female",3.5,44,76
1412,"Male",5.7,38,88
1413,"Male",6.7,70,98
1414,"Female",3.1,61,84
1415,"Female",4.2,76,86
1416,"Female",6,70,95
1417,"Female",3.2,38,81
1418,"Male",1.9,72,77
1419,"Female",3.8,50,79
1420,"Female",6.1,59,89
1421,"Female",2.5,63,70
1422,"Female",4.1,53,83
1423,"Male",5.9,52,91
1424,"Female",4.6,60,93
1425,"Female",5.4,63,89
1426,"Male",6.9,44,94
1427,"Female",5.9,78,97
1428,"Male",5.4,73,100
1429,"Male",5.2,57,85
1430,"Male",2.8,43,74
1431,"Male",5.8,70,100
1432,"Male",5.3,80,99
1433,"Female",5.1,49,89
1434,"Male",4.6,62,85
1435,"Female",2.6,45,74
1436,"Female",4.7,55,80
1437,"Male",6.4,66,99
1438,"Male",3.6,46,79
1439,"Female",1.8,49,72
1440,"Female",7.3,56,100
1441,"Male",3.7,55,84
1442,"Male",6.2,60,100
1443,"Male",5.4,59,87
1444,"Male",7,40,90
1445,"Male",4.4,47,84
1446,"Female",4,61,88
1447,"Male",7.1,65,94
1448,"Male",7.7,74,100
1449,"Male",5,66,83
1450,"Male",4.8,60,87
1451,"Female",5.6,66,98
1452,"Female",3.5,49,77
1453,"Female",5.2,37,77
1454,"Male",3,58,69
1455,"Female",4.1,57,93
1456,"Male",5.7,52,79
1457,"Male",3.4,38,70
1458,"Male",5.8,46,85
1459,"Male",5.3,75,93
1460,"Male",6.7,49,93
1461,"Female",7.7,60,99
1462,"Female",3.6,57,84
1463,"Male",5.1,77,100
1464,"Male",6.8,61,94
1465,"Female",4.8,80,97
1466,"Male",3.5,70,83
1467,"Female",3,45,67
1468,"Female",6.6,61,89
1469,"Female",8.4,65,100
1470,"Male",2.9,54,71
1471,"Male",4.7,56,94
1472,"Female",2.1,60,69
1473,"Male",4.6,41,77
1474,"Female",4,39,85
1475,"Male",4.5,53,78
1476,"Female",8.8,64,100
1477,"Male",2.4,71,70
1478,"Male",5.1,36,74
1479,"Female",7.2,58,90
1480,"Female",3.6,51,79
1481,"Female",3.3,54,76
1482,"Female",4.6,70,90
1483,"Female",6.5,80,100
1484,"Male",4,57,85
1485,"Female",3,60,75
1486,"Male",4.6,43,91
1487,"Female",1.5,88,86
1488,"Male",2.3,60,72
1489,"Female",6.1,67,93
1490,"Male",5.2,65,87
1491,"Male",1.2,47,78
1492,"Female",5.4,62,81
1493,"Female",1,47,66
1494,"Male",3.8,61,76
1495,"Female",4.9,63,83
1496,"Male",2.4,50,76
1497,"Male",6.4,46,96
1498,"Male",6.3,61,93
1499,"Male",3.5,61,82
1500,"Female",6.2,61,93
1501,"Male",4.8,79,88
1502,"Female",5.5,54,90
1503,"Female",5.5,54,84
1504,"Female",2.6,50,74
1505,"Female",1.5,87,81
1506,"Female",7.8,53,100
1507,"Female",4.8,73,100
1508,"Male",5.1,48,82
1509,"Female",2.7,74,82
1510,"Female",6.2,63,92
1511,"Female",7.3,52,99
1512,"Male",6.8,63,98
1513,"Male",1.5,71,72
1514,"Female",2.9,69,90
1515,"Male",4.6,62,80
1516,"Male",5.5,56,85
1517,"Male",3.7,43,71
1518,"Female",3.2,50,87
1519,"Female",4.8,49,85
1520,"Female",3.1,66,84
1521,"Male",7.6,56,100
1522,"Male",1.8,65,72
1523,"Male",5.3,68,90
1524,"Female",1.5,69,75
1525,"Male",3.8,78,94
1526,"Female",6.7,56,83
1527,"Female",6.2,57,99
1528,"Female",2.4,53,71
1529,"Male",2.3,73,76
1530,"Male",4.6,56,87
1531,"Male",3.1,59,82
1532,"Male",5.1,54,93
1533,"Female",3,57,80
1534,"Female",2.1,63,81
1535,"Female",3.9,51,81
1536,"Male",2.7,69,82
1537,"Female",6.1,48,92
1538,"Female",4,69,81
1539,"Female",4.4,53,80
1540,"Female",6.6,51,94
1541,"Female",7.3,72,97
1542,"Male",4.4,60,88
1543,"Male",5,62,91
1544,"Female",6.5,74,100
1545,"Female",4.2,68,89
1546,"Female",2.9,59,80
1547,"Female",6,50,84
1548,"Male",2.2,63,75
1549,"Male",4.1,56,86
1550,"Male",3.9,68,83
1551,"Male",3.7,49,82
1552,"Male",0.4,53,65
1553,"Female",3.6,89,82
1554,"Female",6.4,73,100
1555,"Male",3.8,49,82
1556,"Female",3.6,55,86
1557,"Female",3.5,59,76
1558,"Male",3.2,53,77
1559,"Female",4.7,69,83
1560,"Female",5.4,62,93
1561,"Male",6.7,76,100
1562,"Female",2.2,59,71
1563,"Male",5.1,69,86
1564,"Female",4.3,63,84
1565,"Male",4.9,46,85
1566,"Male",3,46,61
1567,"Female",4.6,61,91
1568,"Female",2.8,42,73
1569,"Female",5.5,51,87
1570,"Male",3.1,67,81
1571,"Male",4.6,67,100
1572,"Male",1.3,55,65
1573,"Male",5,61,79
1574,"Female",6.2,48,84
1575,"Female",5.6,59,91
1576,"Female",6.1,69,97
1577,"Female",2.5,73,75
1578,"Female",4.2,47,83
1579,"Male",4.4,56,81
1580,"Female",5.6,59,90
1581,"Male",4.2,62,88
1582,"Male",4.2,47,81
1583,"Female",7,62,95
1584,"Male",6.1,65,92
1585,"Male",1.9,76,86
1586,"Male",3.9,49,76
1587,"Female",3,66,89
1588,"Female",9,57,100
1589,"Male",3.8,43,79
1590,"Male",6.2,80,100
1591,"Male",4.6,50,83
1592,"Male",4.7,53,83
1593,"Male",5.2,57,94
1594,"Female",4.3,63,79
1595,"Male",5.7,61,100
1596,"Male",5.3,45,91
1597,"Female",2,53,77
1598,"Female",3.7,66,89
1599,"Female",3.7,51,94
1600,"Female",3.7,62,79
1601,"Female",6.1,61,100
1602,"Male",6.7,69,100
1603,"Female",3.1,66,76
1604,"Female",5.3,64,88
1605,"Male",2.7,70,71
1606,"Female",3.7,63,88
1607,"Male",4.9,52,91
1608,"Female",4.2,57,89
1609,"Male",3.5,53,88
1610,"Female",2.6,52,73
1611,"Male",4,72,91
1612,"Female",4.6,70,89
1613,"Male",5.3,64,89
1614,"Female",3.2,60,77
1615,"Female",5.4,60,84
1616,"Male",2.8,55,78
1617,"Female",3.7,65,78
1618,"Female",5.2,46,87
1619,"Male",3.5,48,77
1620,"Male",3.3,67,87
1621,"Female",4.4,52,85
1622,"Male",4.6,68,83
1623,"Male",5.9,61,93
1624,"Female",4.1,62,74
1625,"Female",1.9,58,65
1626,"Male",3.5,55,83
1627,"Female",3.6,77,93
1628,"Female",3.1,56,75
1629,"Female",5,85,93
1630,"Male",8.3,62,100
1631,"Male",5.7,60,93
1632,"Male",4.3,66,95
1633,"Female",5.3,67,87
1634,"Female",6.7,44,100
1635,"Male",4,59,88
1636,"Female",5.5,62,90
1637,"Female",5.3,47,77
1638,"Female",4.3,49,83
1639,"Male",4.6,54,90
1640,"Male",5.5,65,96
1641,"Male",4.5,55,88
1642,"Male",4,51,76
1643,"Female",3.6,45,72
1644,"Female",4.9,42,89
1645,"Male",4.4,67,88
1646,"Male",3.9,68,79
1647,"Female",4.8,47,89
1648,"Male",3.3,50,69
1649,"Female",3.3,61,84
1650,"Female",6.6,80,93
1651,"Male",3.2,78,83
1652,"Female",5,56,80
1653,"Male",3,53,76
1654,"Female",4.2,78,88
1655,"Female",5.1,75,86
1656,"Female",3,44,76
1657,"Male",5.4,48,96
1658,"Female",4.8,67,81
1659,"Male",4,58,79
1660,"Female",4.9,34,76
1661,"Male",4.6,61,91
1662,"Male",3.2,76,81
1663,"Female",2.4,60,67
1664,"Male",4.7,69,86
1665,"Male",3,51,68
1666,"Male",4.4,59,82
1667,"Female",2,69,71
1668,"Male",3.1,59,75
1669,"Male",4.9,59,85
1670,"Male",6.1,62,90
1671,"Female",4.8,50,78
1672,"Male",3,52,74
1673,"Female",3.9,56,78
1674,"Male",6.1,50,93
1675,"Male",5.3,71,90
1676,"Male",5.7,51,90
1677,"Male",6,59,91
1678,"Male",5.1,74,91
1679,"Male",6.2,56,97
1680,"Male",3,53,80
1681,"Female",4.9,62,95
1682,"Female",4,60,79
1683,"Male",4.8,62,86
1684,"Female",6.5,51,94
1685,"Male",5.3,53,86
1686,"Male",3.6,66,81
1687,"Male",4,34,77
1688,"Male",3.1,72,88
1689,"Female",4.4,63,93
1690,"Female",3.8,45,72
1691,"Female",5.7,41,92
1692,"Male",3.8,51,84
1693,"Male",5.6,71,100
1694,"Female",5.6,64,94
1695,"Male",3.8,57,70
1696,"Male",6.6,62,89
1697,"Male",4.5,73,94
1698,"Male",3.5,59,78
1699,"Female",4.6,58,92
1700,"Male",3,57,77
1701,"Female",5.5,58,84
1702,"Female",3.2,40,73
1703,"Female",6.4,58,90
1704,"Female",1.4,83,78
1705,"Female",2.8,59,70
1706,"Male",4,67,88
1707,"Female",3.4,56,79
1708,"Male",6.5,75,100
1709,"Male",4.4,67,98
1710,"Female",5,59,86
1711,"Male",5.6,57,94
1712,"Female",4.7,55,88
1713,"Male",5.9,52,80
1714,"Male",5.2,65,83
1715,"Male",5.5,62,88
1716,"Male",2.3,71,76
1717,"Female",2.8,54,77
1718,"Female",1.2,45,65
1719,"Female",4.1,40,77
1720,"Female",6.6,36,92
1721,"Female",3,68,84
1722,"Female",5,60,85
1723,"Male",5.2,67,86
1724,"Female",4.9,69,88
1725,"Male",4.1,54,78
1726,"Female",3.6,76,81
1727,"Female",3.5,81,86
1728,"Male",4.5,62,85
1729,"Female",6.4,58,96
1730,"Male",3.3,66,83
1731,"Male",4.3,69,96
1732,"Female",4.6,73,99
1733,"Female",5.7,67,98
1734,"Male",4.2,59,89
1735,"Male",5.5,64,88
1736,"Female",2.3,56,64
1737,"Male",5.6,51,95
1738,"Female",4.6,45,78
1739,"Female",2.9,46,73
1740,"Male",1,56,62
1741,"Female",4,65,87
1742,"Male",5.5,70,92
1743,"Male",5,61,88
1744,"Female",4,58,81
1745,"Female",4.6,42,74
1746,"Female",4.7,58,83
1747,"Male",3.4,51,90
1748,"Female",4.6,47,83
1749,"Male",4.7,49,80
1750,"Male",3.4,56,77
1751,"Female",4.8,56,87
1752,"Male",5,72,93
1753,"Male",5.3,82,100
1754,"Female",5.6,65,86
1755,"Male",5.1,59,93
1756,"Male",5,78,92
1757,"Female",4.4,66,86
1758,"Male",5.2,62,89
1759,"Male",2.6,72,77
1760,"Female",5.5,44,88
1761,"Male",3.7,64,82
1762,"Male",8,60,100
1763,"Female",3.6,69,81
1764,"Female",0.2,52,62
1765,"Female",6.6,54,94
1766,"Female",3.6,71,86
1767,"Male",5.4,63,92
1768,"Female",4.8,52,88
1769,"Male",6.1,52,94
1770,"Male",3.1,52,75
1771,"Female",2.7,63,64
1772,"Male",6.1,68,97
1773,"Male",3.1,47,79
1774,"Female",2.2,66,81
1775,"Female",5.7,64,95
1776,"Female",4.4,62,85
1777,"Female",7.9,62,100
1778,"Male",5,54,83
1779,"Male",4,39,68
1780,"Male",3.6,53,72
1781,"Male",7,46,96
1782,"Female",2.7,61,77
1783,"Male",5.4,42,89
1784,"Male",5.3,62,88
1785,"Male",3.6,83,88
1786,"Female",6.8,72,98
1787,"Female",3.4,70,77
1788,"Male",4.5,58,95
1789,"Female",5.1,53,84
1790,"Male",8,46,100
1791,"Male",5.4,66,94
1792,"Female",7.1,68,100
1793,"Female",3.4,68,80
1794,"Male",1.9,54,70
1795,"Male",5.8,56,89
1796,"Male",2.1,45,74
1797,"Female",2.5,60,72
1798,"Female",5.4,51,83
1799,"Male",4.4,46,79
1800,"Female",5.8,48,91
1801,"Female",6.6,59,96
1802,"Female",5.9,62,98
1803,"Female",5.1,69,92
1804,"Male",5.3,40,79
1805,"Female",4.7,75,97
1806,"Male",7.1,51,100
1807,"Female",4.6,63,81
1808,"Male",5.7,70,96
1809,"Female",3.1,51,74
1810,"Male",4.6,50,96
1811,"Male",1.5,62,65
1812,"Female",4.7,48,66
1813,"Male",2.3,56,74
1814,"Female",4.3,50,83
1815,"Male",4.1,63,86
1816,"Female",6,67,89
1817,"Male",3.5,71,81
1818,"Female",3.5,57,80
1819,"Female",1.5,59,66
1820,"Male",5.4,59,90
1821,"Female",6.1,59,89
1822,"Female",4.2,58,83
1823,"Male",6.7,52,94
1824,"Male",3.9,62,79
1825,"Male",3,54,79
1826,"Male",4.8,60,82
1827,"Male",5.5,59,97
1828,"Female",2.3,47,83
1829,"Female",2,72,85
1830,"Male",4.6,62,94
1831,"Male",5.2,56,83
1832,"Male",1,65,69
1833,"Female",1.9,49,59
1834,"Male",5,79,97
1835,"Male",5.8,65,88
1836,"Female",3.9,57,82
1837,"Female",6.3,71,98
1838,"Female",3.6,62,87
1839,"Male",4.2,54,92
1840,"Male",6.5,46,95
1841,"Male",4.4,60,86
1842,"Female",4.5,66,85
1843,"Male",3.2,63,80
1844,"Female",4.6,46,93
1845,"Male",3.5,64,78
1846,"Male",1.8,54,70
1847,"Female",3,60,76
1848,"Female",4.1,72,80
1849,"Female",4.7,63,100
1850,"Male",6.1,65,89
1851,"Female",4.6,52,89
1852,"Female",4.3,62,86
1853,"Female",6.2,45,87
1854,"Female",8.1,69,100
1855,"Male",4.4,52,81
1856,"Female",6.3,48,94
1857,"Female",5.2,51,87
1858,"Male",4.4,67,81
1859,"Female",1.6,62,69
1860,"Female",3,40,71
1861,"Female",3.7,38,77
1862,"Female",2.8,56,79
1863,"Male",2.8,51,81
1864,"Male",3.9,60,82
1865,"Male",5.9,55,87
1866,"Female",3.1,56,80
1867,"Male",4.7,63,84
1868,"Male",4.2,67,97
1869,"Female",5.7,56,79
1870,"Female",4.6,65,85
1871,"Male",4.2,42,74
1872,"Male",3.6,53,82
1873,"Male",5.8,63,85
1874,"Female",6.2,56,92
1875,"Female",4.5,66,86
1876,"Female",9.4,48,100
1877,"Male",4.5,68,85
1878,"Female",8.9,68,100
1879,"Female",4.3,62,83
1880,"Female",2.1,59,73
1881,"Female",2.4,69,78
1882,"Female",3.2,58,72
1883,"Female",6.7,63,100
1884,"Female",7.1,49,94
1885,"Male",5.1,53,97
1886,"Male",5,64,88
1887,"Male",3.7,54,87
1888,"Male",3.5,57,83
1889,"Male",3.4,71,83
1890,"Female",3.2,62,75
1891,"Male",3.7,65,91
1892,"Male",3.6,70,80
1893,"Male",5.3,57,95
1894,"Male",5.7,57,91
1895,"Male",6.9,70,93
1896,"Male",0.8,43,61
1897,"Male",5.2,64,100
1898,"Male",4,61,95
1899,"Female",4.1,76,93
1900,"Male",2,58,71
1901,"Male",4.5,62,84
1902,"Male",3.3,47,71
1903,"Male",5,57,85
1904,"Male",2.8,49,77
1905,"Male",9.7,66,100
1906,"Male",3.3,61,71
1907,"Female",4.1,57,92
1908,"Female",2.7,63,75
1909,"Male",4,74,93
1910,"Male",7.7,53,100
1911,"Female",3.9,65,81
1912,"Male",5.4,60,88
1913,"Male",3.1,49,84
1914,"Female",6.8,44,93
1915,"Male",5.2,73,98
1916,"Female",3.4,75,88
1917,"Male",4.8,72,85
1918,"Female",3.9,50,77
1919,"Male",5.3,56,87
1920,"Male",3.3,79,80
1921,"Female",5.2,68,87
1922,"Female",6.9,67,100
1923,"Male",6.4,78,100
1924,"Female",5,49,86
1925,"Male",5,55,94
1926,"Female",5.1,55,93
1927,"Female",5.8,56,89
1928,"Male",5.1,49,84
1929,"Female",5.4,61,82
1930,"Male",5.5,58,82
1931,"Male",4.8,51,90
1932,"Female",5.6,79,98
1933,"Male",4.6,61,87
1934,"Male",6,36,80
1935,"Female",3.9,57,78
1936,"Male",4.8,34,79
1937,"Male",4.5,58,84
1938,"Female",2.9,64,83
1939,"Female",6.3,54,98
1940,"Female",2.8,60,84
1941,"Male",6.5,63,95
1942,"Male",2.9,56,78
1943,"Male",3,74,85
1944,"Male",5.8,79,96
1945,"Female",4.4,68,92
1946,"Female",1.7,70,76
1947,"Female",6.8,83,100
1948,"Female",0.8,59,70
1949,"Female",3.5,62,85
1950,"Female",2.2,44,60
1951,"Male",3.6,59,83
1952,"Female",4.6,55,83
1953,"Female",4,59,79
